name;unit;pixelW;pixelH;pixelZ;width;height;channels;frames;slices;nucleus_area;diameter;marge;totalThick;nucleusSlices;totalPlainNucleus;slicesLeft;totalNucNotCorr;totalMitoNotCorr;corrTotaleNuc;sumPxInt0;beyondTh16;sumPxInt16;beyondTh32;sumPxInt32
crop_2022_06_13_LuVieux_MitoSox_L8 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;565;290;17;721919410;13929499;323370475;1175598;44899034
crop_2022_06_13_LuVieux_MitoSox_L8 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;547;234;24;1206735602;31926394;822788612;5572228;221508776
crop_2022_06_13_LuVieux_MitoSox_L8 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;400;618;10;1137561002;29230479;743008828;4681131;186239908
crop_2022_06_13_LuVieux_MitoSox_L8 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;499;339;26;967313412;22442007;572053185;3622629;149359105
crop_2022_06_13_LuVieux_MitoSox_L8 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;546;216;51;885143046;19186459;460669430;2155925;83865187
crop_2022_06_13_LuVieux_MitoSox_L9 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;716;116;19;2113861321;60010399;1948482741;25489316;1104739698
crop_2022_06_13_LuVieux_MitoSox_L9 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;694;95;21;2054509931;59607217;1882760138;23602262;1004728257
crop_2022_06_13_LuVieux_MitoSox_L9 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;659;135;72;1861426497;54557049;1639695429;18157481;766025076
crop_2022_06_13_LuVieux_MitoSox_L9 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;637;134;26;1215555867;32445767;823020881;5113456;201430987
crop_2022_06_13_LuVieux_MitoSox_L9 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;638;215;26;2.3782E9;64197209;2.2605E9;32910093;1483079315
crop_2022_06_13_LuVieux_MitoSox_L9 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;701;171;57;1156092977;29985013;739239723;3886046;151819762
crop_2022_06_13_LuVieux_MitoSox_L9 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;619;222;12;984658700;21865928;550483960;2694203;126446707
crop_2022_06_13_LuVieux_MitoSox_L9 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;514;387;15;1913558251;49341691;1713033848;23468044;1081758483
crop_2022_06_13_MaLuR_MitoSox_L1 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;380;305;2;1478712633;41795757;1162351486;10401212;428600067
crop_2022_06_13_MaLuR_MitoSox_L1 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;395;160;17;3.0665E9;65940422;2.9751E9;42911695;2.3991E9
crop_2022_06_13_MaLuR_MitoSox_L1 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;409;100;11;1337102856;36403071;1001305142;8055103;344311401
crop_2022_06_13_MaLuR_MitoSox_L1 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;392;100;9;1465066512;41766751;1144742532;9646503;395133223
crop_2022_06_13_MaLuR_MitoSox_L1 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;393;180;0;1905019842;52212920;1685274130;21249255;938303823
crop_2022_06_13_MaLuR_MitoSox_L1 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;299;316;39;1075342166;27004359;673626368;3808424;150247779
crop_2022_06_13_MaLuR_MitoSox_L1 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;379;136;3;1006873866;23440590;580495054;2952215;124941310
crop_2022_06_13_MaLuR_MitoSox_L1 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;402;219;0;1035602909;23802911;622703735;3560032;171737522
crop_2022_06_13_MaLuR_MitoSox_L10 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;194;1731;18;1064550943;21952212;504900362;1629113;61533844
crop_2022_06_13_MaLuR_MitoSox_L10 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;346;122;34;1075064022;27442253;678238412;3674619;142116072
crop_2022_06_13_MaLuR_MitoSox_L10 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;388;155;11;1125948678;29364432;736017395;4310791;168346860
crop_2022_06_13_MaLuR_MitoSox_L10 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;181;225;49;625096705;14259005;339451895;1448079;55822071
crop_2022_06_13_MaLuR_MitoSox_L10 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;185;1017;14;839656432;17279176;396360817;1255746;47313931
crop_2022_06_13_MaLuR_MitoSox_L10 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;161;321;52;623513066;14011234;328674903;1256027;47701316
crop_2022_06_13_MaLuR_MitoSox_L10 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;254;395;29;877804362;18878085;438829203;1561889;59211981
crop_2022_06_13_MaLuR_MitoSox_L10 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;336;212;77;955828761;21852549;512841478;1954621;74118535
crop_2022_06_13_MaLuR_MitoSox_L10 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;428;72;72;1677072806;48563063;1410476283;14580917;603307265
crop_2022_06_13_MaLuR_MitoSox_L2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;166;956;9;1023820416;25349430;696676119;5774618;245939826
crop_2022_06_13_MaLuR_MitoSox_L2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;226;749;5;1175421719;31048063;883654719;8350742;353304920
crop_2022_06_13_MaLuR_MitoSox_L2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;205;1030;16;1030329872;25712572;681627587;4996979;208552206
crop_2022_06_13_MaLuR_MitoSox_L2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;257;603;13;1142207705;29220609;842353131;7888441;344830536
crop_2022_06_13_MaLuR_MitoSox_L2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;231;926;40;1235725768;31386602;886467472;7642335;338597564
crop_2022_06_13_MaLuR_MitoSox_L2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;370;279;4;1698912326;45578547;1448457524;17159808;769238274
crop_2022_06_13_MaLuR_MitoSox_L2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;412;111;7;1351498208;36589780;1034418889;9559583;402722394
crop_2022_06_13_MaLuR_MitoSox_L2 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;368;156;20;1238065296;33392199;852607373;5396490;214276884
crop_2022_06_13_MaLuR_MitoSox_L2 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;268;496;14;1211531212;32396037;824357579;5186572;204513444
crop_2022_06_13_MaLuR_MitoSox_L2_N2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;364;1605;19;1.1885E10;98451689;1.1875E10;95461378;1.1799E10
crop_2022_06_13_MaLuR_MitoSox_L2_N2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;40;1100;3;1;11.856;10;4;0;423;650;92;5.8479E9;82054679;5.6956E9;67038877;5.3353E9
crop_2022_06_13_MaLuR_MitoSox_L2_N2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;629;68;91;4.8768E9;69885561;4.8286E9;59471837;4.5678E9
crop_2022_06_13_MaLuR_MitoSox_L2_N2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;70;1100;3;1;20.748;10;7;0;647;1845;141;6.7414E9;116184075;6.2634E9;75227636;5.2883E9
crop_2022_06_13_MaLuR_MitoSox_L2_N2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;471;157;89;5.8823E9;73593373;5.8716E9;69476058;5.7654E9
crop_2022_06_13_MaLuR_MitoSox_L2_N2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;409;565;54;7.9267E9;99078638;7.9233E9;96498315;7.8543E9
crop_2022_06_13_MaLuR_MitoSox_L2_N2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;119;1824;1;1526338094;43297512;1253399585;12857245;531704137
crop_2022_06_13_MaLuR_MitoSox_L2_N2 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;418;498;36;3.1794E9;68335593;3.1117E9;49441668;2.6342E9
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;280;200;0;2111064140;43187342;2052562305;32818664;1791674826
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;300;178;2;1521208492;41335197;1432262969;20657364;919863533
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;295;184;11;1188032827;30810036;1035980410;13948108;628123370
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;302;164;2;1168130313;31231808;1020781452;13270414;586181008
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;332;52;5;1010070190;28172011;831281109;8902143;372491635
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;469;177;2;1643378218;47081051;1379468809;14194077;597339290
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;302;154;2;1946942796;46239158;1907396915;31103489;1521264342
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;305;159;3;1245196058;34184608;1096877883;13710677;602621423
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;10;1100;3;1;2.964;10;1;0;152;53;0;714765419;19958672;660879240;8824198;388290128
crop_2022_06_13_MaLuR_MitoSox_L3 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;10;1100;3;1;2.964;10;1;0;164;67;0;629246387;18090954;560923452;6681574;285092488
crop_2022_06_13_MaLuR_MitoSox_L3_N2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;582;130;32;6.0258E9;72183151;6.0024E9;67271113;5.8787E9
crop_2022_06_13_MaLuR_MitoSox_L3_N2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;338;1056;24;6.1607E9;73246008;6.1468E9;68691843;6.0299E9
crop_2022_06_13_MaLuR_MitoSox_L3_N2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;329;139;32;7.4046E9;70965340;7.3699E9;65617428;7.2381E9
crop_2022_06_13_MaLuR_MitoSox_L3_N2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;252;458;68;2.7488E9;56705401;2.5959E9;37874214;2135836146
crop_2022_06_13_MaLuR_MitoSox_L3_N2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;475;237;49;6.2292E9;72218721;6.2051E9;66510125;6.0614E9
crop_2022_06_13_MaLuR_MitoSox_L3_N2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;105;1953;0;1569523998;43817149;1305788533;14328981;603183394
crop_2022_06_13_MaLuR_MitoSox_L3_N2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;86;2143;2;3.4151E9;68364415;3.3541E9;53968962;2.9886E9
crop_2022_06_13_MaLuR_MitoSox_L3_N2 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;664;41;133;4.7705E9;69246567;4.7173E9;59957463;4.4870E9
crop_2022_06_13_MaLuR_MitoSox_L4 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;96;49;0;649108637;17640561;577858086;7504703;332483851
crop_2022_06_13_MaLuR_MitoSox_L4 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;291;90;13;1085889728;26059465;964680154;14476163;679974181
crop_2022_06_13_MaLuR_MitoSox_L4 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;283;12;17;1332954762;34543747;1199583327;16536311;760731068
crop_2022_06_13_MaLuR_MitoSox_L4 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;72;689;3;755105208;19976401;535437080;4306867;172715068
crop_2022_06_13_MaLuR_MitoSox_L4 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;288;27;37;1720433515;42420018;1645065994;25603464;1225115323
crop_2022_06_13_MaLuR_MitoSox_L4 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;244;64;32;1346012304;37943501;1218113547;15488557;673067301
crop_2022_06_13_MaLuR_MitoSox_L4 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;292;97;10;1227557080;34335677;1089867707;13707392;589074859
crop_2022_06_13_MaLuR_MitoSox_L4 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;336;47;7;1484411076;39831613;1382280213;19725725;886703127
crop_2022_06_13_MaLuR_MitoSox_L4 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;10;1100;3;1;2.964;10;1;0;150;65;0;776771947;21534972;737545202;10534046;464182986
crop_2022_06_13_MaLuR_MitoSox_L4_N2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;572;30;31;5.4941E9;71754493;5.4663E9;63853280;5.2645E9
crop_2022_06_13_MaLuR_MitoSox_L4_N2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;685;43;117;5.8657E9;68019442;5.8010E9;58872201;5.5780E9
crop_2022_06_13_MaLuR_MitoSox_L4_N2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;40;1100;3;1;11.856;10;4;0;542;206;92;3.4234E9;77217342;3.2213E9;46432554;2.4646E9
crop_2022_06_13_MaLuR_MitoSox_L4_N2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;471;125;86;4.5082E9;69521977;4.4556E9;57449648;4.1530E9
crop_2022_06_13_MaLuR_MitoSox_L4_N2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;474;118;52;3.2195E9;52797856;3.0435E9;36733330;2.6580E9
crop_2022_06_13_MaLuR_MitoSox_L4_N2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;51;3055;0;1809368400;52442313;1575139159;17591520;739955356
crop_2022_06_13_MaLuR_MitoSox_L4_N2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;311;739;11;1716699156;49867546;1465969265;15401183;644029137
crop_2022_06_13_MaLuR_MitoSox_L4_N2 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;339;166;25;3.5388E9;64810986;3.4456E9;47308616;3.0092E9
crop_2022_06_13_MaLuR_MitoSox_L5 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;363;81;14;1642215537;47613223;1384987401;14425070;594315757
crop_2022_06_13_MaLuR_MitoSox_L5 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;319;320;12;792556548;15175615;342771464;943537;35383613
crop_2022_06_13_MaLuR_MitoSox_L5 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;402;139;39;993406813;23134863;543842983;2091537;79474785
crop_2022_06_13_MaLuR_MitoSox_L5 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;346;302;23;820508207;16146388;366340327;1051416;39492374
crop_2022_06_13_MaLuR_MitoSox_L5 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;438;73;85;1012854631;23979355;569189697;2357649;90426827
crop_2022_06_13_MaLuR_MitoSox_L5 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;303;248;14;941367879;21236317;497008758;1858316;70453270
crop_2022_06_13_MaLuR_MitoSox_L5 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;274;393;13;1176138851;29800371;781828655;5188590;224767017
crop_2022_06_13_MaLuR_MitoSox_L5 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;330;214;24;735276878;13715346;310705269;879547;33563692
crop_2022_06_13_MaLuR_MitoSox_L5 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;350;297;33;647678415;11469907;258087472;692274;26056649
crop_2022_06_13_MaLuR_MitoSox_L5_N2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;589;61;59;6.2176E9;67432806;6.1518E9;59605012;5.9623E9
crop_2022_06_13_MaLuR_MitoSox_L5_N2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;417;306;64;4.3605E9;68588071;4.2996E9;54643990;3.9489E9
crop_2022_06_13_MaLuR_MitoSox_L5_N2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;521;535;57;1935799435;56533110;1737667365;20132358;856735533
crop_2022_06_13_MaLuR_MitoSox_L5_N2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;460;390;19;3.2414E9;67124062;3.1606E9;46087494;2.6332E9
crop_2022_06_13_MaLuR_MitoSox_L5_N2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;569;79;50;4.9731E9;69212240;4.9187E9;58600352;4.6543E9
crop_2022_06_13_MaLuR_MitoSox_L5_N2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;329;884;15;3.0300E9;65574494;2.9453E9;47443033;2.4862E9
crop_2022_06_13_MaLuR_MitoSox_L5_N2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;377;35;28;1273170166;34424254;893178007;6064063;245186363
crop_2022_06_13_MaLuR_MitoSox_L5_N2 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;350;1558;4;2127533656;63227090;1737477960;14986411;604131105
crop_2022_06_13_MaLuR_MitoSox_L6 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;448;28;14;1091440295;28004153;696716014;3922590;152335033
crop_2022_06_13_MaLuR_MitoSox_L6 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;468;133;6;1263503011;34025319;908960092;7109298;288665125
crop_2022_06_13_MaLuR_MitoSox_L6 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;448;236;5;1172895739;30862262;791741204;5192413;206787090
crop_2022_06_13_MaLuR_MitoSox_L6 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;424;121;43;848703360;17179200;391145203;1155199;43364056
crop_2022_06_13_MaLuR_MitoSox_L6 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;443;166;0;1312906810;36557160;941964887;6323924;248586763
crop_2022_06_13_MaLuR_MitoSox_L6 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;444;58;78;832851585;16764752;383542404;1174920;44786066
crop_2022_06_13_MaLuR_MitoSox_L6 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;461;60;31;875255283;18346460;421460474;1344448;50894799
crop_2022_06_13_MaLuR_MitoSox_L6 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;446;48;25;791969989;15275324;345762282;968824;36476077
crop_2022_06_13_MaLuR_MitoSox_L6 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;491;32;64;801149975;16333605;378804518;1334626;50874245
crop_2022_06_13_MaLuR_MitoSox_L6_N2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;351;1594;16;1070182083;21174856;488844873;1685417;64075889
crop_2022_06_13_MaLuR_MitoSox_L6_N2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;222;1603;24;3.0648E9;58706511;2.9275E9;41242750;2.4996E9
crop_2022_06_13_MaLuR_MitoSox_L6_N2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;235;975;5;3.0065E9;61353464;2.8810E9;42747218;2.4246E9
crop_2022_06_13_MaLuR_MitoSox_L6_N2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;156;2313;7;4.2813E9;66487376;4.2064E9;55584084;3.9370E9
crop_2022_06_13_MaLuR_MitoSox_L6_N2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;703;228;17;3.2291E9;74572207;3.0089E9;43596517;2.2517E9
crop_2022_06_13_MaLuR_MitoSox_L6_N2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;50;1100;3;1;14.82;10;5;0;596;1514;54;8.1667E9;112904622;8.0544E9;94650804;7.6042E9
