name;unit;pixelW;pixelH;pixelZ;width;height;channels;frames;slices;nucleus_area;diameter;marge;totalThick;nucleusSlices;totalPlainNucleus;slicesLeft;totalNucNotCorr;totalMitoNotCorr;corrTotaleNuc;sumPxInt0;beyondTh16;sumPxInt16;beyondTh32;sumPxInt32
crop_2022_06_13_LuJeuneR_MitoSox_L2l2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;559;233;31;2.4692E9;64009502;2.3545E9;35746309;1649941961
crop_2022_06_13_LuJeuneR_MitoSox_L2l2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;204;15;0;890158782;21068036;854945520;13404267;663083962
crop_2022_06_13_LuJeuneR_MitoSox_L3 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;383;567;1;1344109956;37972550;1018452169;8029178;322964723
crop_2022_06_13_LuJeuneR_MitoSox_L3 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;554;371;3;1523863873;42648690;1291170706;14608532;618876244
crop_2022_06_13_LuJeuneR_MitoSox_L3 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;426;28;42;833822842;22711718;573304143;3470910;135465897
crop_2022_06_13_LuJeuneR_MitoSox_L3 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;592;204;23;1249654065;33333501;866405151;5473095;231770441
crop_2022_06_13_LuJeuneR_MitoSox_L3 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;590;109;30;1125729681;28922366;707447840;3582843;138096808
crop_2022_06_13_LuJeuneR_MitoSox_L3 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;507;436;5;1257253340;34199149;870636257;5424096;214982809
crop_2022_06_13_LuJeuneR_MitoSox_L3 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;655;83;21;1368011391;38111627;1009962356;7624747;307537663
crop_2022_06_13_LuJeuneR_MitoSox_L3 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;432;143;5;1221001295;31906565;1079511702;14536228;658116943
crop_2022_06_13_LuJeuneR_MitoSox_L3 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;555;138;66;1021070366;26599217;677876615;4310001;170003648
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;594;68;11;705506531;12213906;290327030;1139937;51960135
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;618;102;37;692415036;11494874;260220627;743130;30687975
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;597;147;29;737369278;13420389;327439248;1421555;67671429
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;544;186;24;713860746;12136676;278964156;878230;37753149
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;710;76;87;724344967;12391019;278292098;716659;28953919
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;615;167;25;675330982;12321139;281806088;898055;34225477
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;547;331;31;549129955;8951209;202610275;594199;22564629
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;542;249;16;672552421;11798615;269963841;863802;34314192
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;422;501;28;824540134;18451385;437413982;1814256;69344239
crop_2022_06_13_LuJeuneR_MitoSox_L4 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;499;403;5;1148217592;30014591;774202417;5293568;209279166
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;350;118;11;808023077;21234673;560200105;4165580;169030031
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;540;248;32;943520858;21656852;524767573;2525021;99222483
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;561;250;26;978977320;22948685;556527668;2712351;105761766
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;328;185;3;840116559;22692483;590970621;4140668;165975276
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;502;391;28;1141435541;28827422;756316721;5215062;219396485
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;588;144;28;1335729779;36513584;975225966;7390442;304995355
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;604;158;15;1035521568;25173862;614110188;3045845;119579821
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;468;42;14;1008726208;28687577;794667854;6663996;281618585
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;638;102;29;1691229529;48700000;1419890028;14413908;607933599
crop_2022_06_13_LuJeuneR_MitoSox_L5 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;680;103;19;1580778753;46143825;1285763193;11599537;473552163
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;567;237;68;1598060125;43419289;1347079528;15038568;669294204
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;410;104;31;1107695846;29124479;930567623;9954946;475421582
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;408;96;31;1450611547;37864169;1345025088;18926300;878873939
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;729;125;18;1576237061;46346956;1278361903;11061001;450323418
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;687;134;50;1271681077;34774498;902770476;6251630;248554857
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;273;595;15;780488146;20222805;567691974;4547391;204964976
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;333;361;18;1149157268;30071275;1013498742;13061337;601446190
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;507;343;14;1600727988;43240273;1322388238;13490356;619826537
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;462;482;40;1137513245;29345217;778895739;5410918;232238406
crop_2022_06_13_LuJeuneR_MitoSox_L6 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;584;315;46;1752612460;48898710;1496879603;15884990;711655771
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;452;470;32;609140566;12571427;303733785;1458817;56987947
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;479;500;29;682512538;14734958;358444729;1787986;69787779
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;392;114;16;652357552;15693873;387127956;2071209;81714031
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;605;196;21;825897424;16895113;401360251;1697129;68059704
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;514;365;40;895604810;20222651;499227416;2681806;107131615
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;530;188;38;823639916;16585789;412693741;1988850;92050331
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;329;143;20;579119623;12419285;297929950;1365256;53956131
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;381;170;35;633463182;14933486;370767817;2034168;81954201
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;431;261;23;788394150;16562067;397301253;1796333;71118957
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;300;181;14;441556719;7768798;183195604;725773;30427174
crop_2022_06_13_LuJeuneR_MitoSox_L7 - Mark_and_Find 001_Position011.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;525;375;16;1082524182;26952949;681106175;4198952;166924610
crop_2022_06_13_LuJeuneR_MitoSox_L7l2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;237;403;59;960527950;23010375;774921233;8336749;428287697
crop_2022_06_13_LuJeuneR_MitoSox_L7l2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;644;91;30;712530882;14214598;376982306;2305319;113229104
crop_2022_06_13_LuJeuneR_MitoSox_L7l2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;10;1100;3;1;2.964;10;1;0;73;505;0;228058467;4650367;126674528;801592;41366581
crop_2022_06_13_LuJeuneR_MitoSox_L7l2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;308;170;24;843604320;22957384;640794529;5841726;240085759
crop_2022_06_13_LuJeuneR_MitoSox_L7l2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;154;716;20;436344759;9310687;239577546;1360018;61732691
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;591;296;46;963934294;24171099;663604177;5627616;234677074
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;611;198;65;1010753620;25751121;673246542;4790664;193370967
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;631;141;54;881158150;19839906;519157337;3512134;150589238
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;366;105;8;1340225986;34304496;1191769409;14595272;717923776
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;368;111;19;667068310;16169049;412524518;2673517;106828564
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;502;278;35;1490643747;36919129;1221935166;14031312;679353605
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;425;100;16;822168309;21276218;585962800;4575347;201517520
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;749;118;59;1173056933;30252420;820065760;6690907;277254965
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;717;144;19;1066156819;26916158;747130968;6452517;273182919
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;601;331;45;1062269822;26385254;709574390;5481466;230300405
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position011.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;633;163;41;1107659088;28628408;790846490;6707182;283542002
crop_2022_06_13_LuJeuneR_MitoSox_L8 - Mark_and_Find 001_Position012.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;445;69;6;1095654335;30446749;913167841;9652012;419983885
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;665;262;34;1666867182;49009017;1391262335;13224954;545885431
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;416;151;11;1037885607;28940794;830877596;7660993;333089719
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;417;75;36;880609720;23384945;661497152;5819345;253894273
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;392;31;12;1256219968;34760617;1106067058;13502558;594913167
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;330;157;3;814241654;21861559;556674781;3474398;137979214
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;370;245;39;601240148;14018184;339711383;1609449;63036154
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;157;181;0;370014284;9403213;243160315;1622503;65853947
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;224;5;0;356829972;8844597;217029492;1099997;43539814
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;171;43;0;323880653;7424584;175210130;683504;26501981
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;417;46;44;741978660;18804218;462241353;2370364;93263558
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position011.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;238;365;0;1099554178;29925751;933053222;11280357;485787716
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position012.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;484;297;3;1363663669;37794662;1036987433;8511977;356532676
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position013.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;401;492;0;2135298829;59346753;1968760694;26127257;1157254716
crop_2022_06_13_LuJeuneR_MitoSox_L9 - Mark_and_Find 001_Position014.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;363;128;33;695780284;16816503;403377207;1750126;68764210
crop_2022_06_13_LuJeune_MitoSox_L1 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;540;139;37;1546180466;43660993;1229238714;10279288;451599456
crop_2022_06_13_LuJeune_MitoSox_L1 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;472;311;2;1400197765;38854068;1044737018;7457900;322416619
crop_2022_06_13_LuJeune_MitoSox_L1 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;507;129;10;1487731459;41519908;1153710082;9013066;400165985
crop_2022_06_13_LuJeune_MitoSox_L1 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;513;176;3;1570756129;44866114;1266278534;11044283;474111531
crop_2022_06_13_LuJeune_MitoSox_L1 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;513;274;22;2004719604;54486641;1786648412;19683547;950755025
crop_2022_06_13_LuJeune_MitoSox_L1 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;452;366;3;1748559908;49796328;1500710272;15933966;691817076
crop_2022_06_13_LuJeune_MitoSox_L1 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;559;155;46;1865626281;53362050;1645734298;18706587;811488247
crop_2022_06_13_LuJeune_MitoSox_L10 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;502;261;11;1270250274;34522486;893564968;6120894;243614251
crop_2022_06_13_LuJeune_MitoSox_L10 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;40;1100;3;1;11.856;10;4;0;593;542;86;1393604947;34884691;896122442;5973897;240493939
crop_2022_06_13_LuJeune_MitoSox_L10 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;459;324;69;1127752396;28728563;724828485;4408856;175292446
crop_2022_06_13_LuJeune_MitoSox_L10 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;545;173;17;1003686471;24133051;582488082;2732007;104989070
crop_2022_06_13_LuJeune_MitoSox_L10 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;541;67;56;2064943910;59769357;1895907953;24056000;1023740178
crop_2022_06_13_LuJeune_MitoSox_L10 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;286;338;0;752696218;19529874;490978830;2935129;114794792
crop_2022_06_13_LuJeune_MitoSox_L10 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;461;216;23;923608087;20882560;505011694;2448522;95574516
crop_2022_06_13_LuJeune_MitoSox_L10 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;536;241;61;884920830;20978096;511444754;2559637;99602920
crop_2022_06_13_LuJeune_MitoSox_L10 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;517;175;23;1002149606;23663253;567473490;2563550;98780405
crop_2022_06_13_LuJeune_MitoSox_L2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;690;66;104;1325144702;36196050;956802743;6470597;276375295
crop_2022_06_13_LuJeune_MitoSox_L2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;674;104;28;1181709170;31941065;838697618;6044491;243001230
crop_2022_06_13_LuJeune_MitoSox_L2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;692;142;33;1258928714;34449354;874583751;5409728;212550796
crop_2022_06_13_LuJeune_MitoSox_L2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;625;206;33;1274016185;35243050;898740632;5641798;222172109
crop_2022_06_13_LuJeune_MitoSox_L2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;780;74;108;1304968515;35714530;952196240;6869518;288419397
crop_2022_06_13_LuJeune_MitoSox_L2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;744;81;52;1281861006;35126157;918842049;6219109;256283933
crop_2022_06_13_LuJeune_MitoSox_L2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;501;438;37;1338613861;36136435;1007373752;8813755;372643807
crop_2022_06_13_LuJeune_MitoSox_L2 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;657;137;75;1268222011;34180833;892874159;5907723;246838441
crop_2022_06_13_LuJeune_MitoSox_L2 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;824;58;45;1093584391;27259637;664653157;3167915;126539175
crop_2022_06_13_LuJeune_MitoSox_L2l2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;578;335;31;855030138;18502978;451557232;2181152;90458068
crop_2022_06_13_LuJeune_MitoSox_L2l2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;543;253;36;1169606237;29813471;798524835;6201346;258011675
crop_2022_06_13_LuJeune_MitoSox_L2l2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;505;305;34;860462541;19023462;459481191;2180409;85225913
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;622;77;27;1368762231;37630338;1040788745;9103498;375812773
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;326;123;61;1953592042;38003136;1849146011;24361724;1516980962
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;361;112;58;473773479;10611541;256574765;1217546;47093382
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;660;80;27;1391126721;39156618;1052439391;8324884;337411314
